_id,name,category_code,founded_year
5a5c533c942d09e481c15837,Kior,cleantech,2007
5a5c533c942d09e481c15838,Atlassian,enterprise,2002
5a5c533c942d09e481c15839,Causes,nonprofit,2007
5a5c533c942d09e481c1583a,Nanosolar,nanotech,2002
5a5c533c942d09e481c1583b,Challenge Games,network_hosting,2006
5a5c533c942d09e481c1583c,Kdice,games_video,
5a5c533c942d09e481c1583d,Shozu,mobile,2001
5a5c533c942d09e481c1583e,EditGrid,public_relations,2003
5a5c533c942d09e481c1583f,Fyreball,web,
5a5c533c942d09e481c15840,Tesla Motors,automotive,2003
5a5c533c942d09e481c15841,Photology,search,
5a5c533c942d09e481c15842,Fotolia,advertising,2005
5a5c533c942d09e481c15843,SnapVillage,web,2007
5a5c533c942d09e481c15844,PollDaddy,web,2006
5a5c533c942d09e481c15845,Bunchball,software,2005
5a5c533c942d09e481c15846,Icosystem,web,
5a5c533c942d09e481c15847,SimulScribe,web,2003
5a5c533c942d09e481c15848,Pinger,messaging,2012
5a5c533c942d09e481c15849,Delve Networks,games_video,2006
5a5c533c942d09e481c1584a,Xanga,web,1999
5a5c533c942d09e481c1584b,Hooja,mobile,
5a5c533c942d09e481c1584c,LiveHire,games_video,2007
5a5c533c942d09e481c1584d,Truveo,web,2004
5a5c533c942d09e481c1584e,TravelMuse,web,2007
5a5c533c942d09e481c1584f,TripAdvisor,web,2000
5a5c533c942d09e481c15850,Driftr,web,2007
5a5c533c942d09e481c15851,Oridian,advertising,1998
5a5c533c942d09e481c15852,Kenshoo,advertising,2006
5a5c533c942d09e481c15853,Zazengo,web,
5a5c533c942d09e481c15854,PlayCafe,games_video,2006
5a5c533c942d09e481c15855,Capazoo,network_hosting,
5a5c533c942d09e481c15856,LifeOnKey,web,2003
5a5c533c942d09e481c15857,Scrapblog,web,2006
5a5c533c942d09e481c15858,WhatsOpen,mobile,
5a5c533c942d09e481c15859,Blekko,search,2007
5a5c533c942d09e481c1585a,jellyfish,web,2005
5a5c533c942d09e481c1585b,Minti,web,2006
5a5c533c942d09e481c1585c,Onaro,network_hosting,
5a5c533c942d09e481c1585d,NetApp,software,1992
5a5c533c942d09e481c1585e,Next2Friends,web,
5a5c533c942d09e481c1585f,HaloScan,web,
5a5c533c942d09e481c15860,Meraki,network_hosting,2006
5a5c533c942d09e481c15861,ice,ecommerce,1999
5a5c533c942d09e481c15862,SugarCRM,software,2004
5a5c533c942d09e481c15863,Monster,search,1994
5a5c533c942d09e481c15864,DeepRockDrive,games_video,
5a5c533c942d09e481c15865,Orglex,web,2007
5a5c533c942d09e481c15866,Nexo,web,
5a5c533c942d09e481c15867,4Home,software,2006
5a5c533c942d09e481c15868,Workface,software,2007
5a5c533c942d09e481c15869,Fancast,games_video,2008
5a5c533c942d09e481c1586a,bluepulse,network_hosting,1990
5a5c533c942d09e481c1586b,Jobfox,web,2004
5a5c533c942d09e481c1586c,Critical Media,games_video,2002
5a5c533c942d09e481c1586d,Mogad,network_hosting,2007
5a5c533c942d09e481c1586e,iMantri,network_hosting,
5a5c533c942d09e481c1586f,Outspark,games_video,2007
5a5c533c942d09e481c15870,ARPU,advertising,2005
5a5c533c942d09e481c15871,Livemocha,education,2007
5a5c533c942d09e481c15872,Kadoink,mobile,
5a5c533c942d09e481c15873,Pixel Qi,web,
5a5c533c942d09e481c15874,TableXchange,ecommerce,
5a5c533c942d09e481c15875,Joyent,enterprise,2004
5a5c533c942d09e481c15876,YouFig,network_hosting,
5a5c533c942d09e481c15877,Woot,web,2004
5a5c533c942d09e481c15878,8hands,public_relations,
5a5c533c942d09e481c15879,Delver,search,2007
5a5c533c942d09e481c1587a,Journeys,web,2007
5a5c533c942d09e481c1587b,Mpayy,ecommerce,2007
5a5c533c942d09e481c1587c,PLYmedia,advertising,2006
5a5c533c942d09e481c1587d,NuConomy,advertising,2006
5a5c533c942d09e481c1587e,SuccessFactors,enterprise,2001
5a5c533c942d09e481c1587f,fabrik,network_hosting,2005
5a5c533c942d09e481c15880,Widgetbox,other,2012
5a5c533c942d09e481c15881,CheerOutLoud,web,2007
5a5c533c942d09e481c15882,DoYouBuzz,web,2007
5a5c533c942d09e481c15883,TicketsNow,ecommerce,
5a5c533c942d09e481c15884,RazorGator,ecommerce,2011
5a5c533c942d09e481c15885,yoonew,web,2004
5a5c533c942d09e481c15886,Oversee,web,2000
5a5c533c942d09e481c15887,FamCorner,web,2006
5a5c533c942d09e481c15888,AF83,web,2006
5a5c533c942d09e481c15889,Zynga,games_video,2007
5a5c533c942d09e481c1588a,Enforta,mobile,2003
5a5c533c942d09e481c1588b,VoxSwap,network_hosting,
5a5c533c942d09e481c1588c,FriendsAbroad,network_hosting,
5a5c533c942d09e481c1588d,WAYN,network_hosting,2002
5a5c533c942d09e481c1588e,Newspepper,web,2008
5a5c533c942d09e481c1588f,Genoom,network_hosting,2007
5a5c533c942d09e481c15890,Webnode,network_hosting,2008
5a5c533c942d09e481c15891,CiteHealth,analytics,2007
5a5c533c942d09e481c15892,Smaato,advertising,2005
5a5c533c942d09e481c15893,AnsMart,web,2007
5a5c533c942d09e481c15894,SurePeak,software,
5a5c533c942d09e481c15895,Frevvo,web,2007
5a5c533c942d09e481c15896,Studyplaces,web,2007
5a5c533c942d09e481c15897,DevZuz,enterprise,
5a5c533c942d09e481c15898,Freepath,web,
5a5c533c942d09e481c15899,Jellyvision,advertising,2001
5a5c533c942d09e481c1589a,ProQuo,web,
5a5c533c942d09e481c1589b,Mumboe,software,2005
5a5c533c942d09e481c1589c,Badoo,web,2006
5a5c533c942d09e481c1589d,UnLtdWorld,enterprise,2007
5a5c533c942d09e481c1589e,Wellsphere,web,
5a5c533c942d09e481c1589f,blinkbox music,music,2007
5a5c533c942d09e481c158a0,Credit Karma,finance,2007
5a5c533c942d09e481c158a1,Boobik,web,2007
5a5c533c942d09e481c158a2,Scrabulous,games_video,2006
5a5c533c942d09e481c158a3,Eroshare,web,2007
5a5c533c942d09e481c158a4,Pornotube,other,2006
5a5c533c942d09e481c158a5,Quantcast,advertising,2006
5a5c533c942d09e481c158a6,Blogonize,web,2007
5a5c533c942d09e481c158a7,ReimagineMemories,web,2005
5a5c533c942d09e481c158a8,TrackMyShipments,web,
5a5c533c942d09e481c158a9,Twingly,search,2006
5a5c533c942d09e481c158aa,XING,network_hosting,2003
5a5c533c942d09e481c158ab,HouseFront,web,2006
5a5c533c942d09e481c158ac,Criteo,advertising,2005
5a5c533c942d09e481c158ad,livecastr,games_video,
5a5c533c942d09e481c158ae,Proximic,analytics,2006
5a5c533c942d09e481c158af,Amobee,advertising,2005
5a5c533c942d09e481c158b0,Visible Measures,advertising,2005
5a5c533c942d09e481c158b1,velingo,mobile,
5a5c533c942d09e481c158b2,CleverSet,ecommerce,
5a5c533c942d09e481c158b3,iVideosongs,games_video,
5a5c533c942d09e481c158b4,Roost,software,2007
5a5c533c942d09e481c158b5,Adchemy,advertising,2004
5a5c533c942d09e481c158b6,HealthCentral,web,
5a5c533c942d09e481c158b7,Bizak,web,2007
5a5c533c942d09e481c158b8,XAware,search,1999
5a5c533c942d09e481c158b9,Qtrax,games_video,
5a5c533c942d09e481c158ba,Endeca,search,
5a5c533c942d09e481c158bb,Lijit Networks,advertising,2006
5a5c533c942d09e481c158bc,MOLI,network_hosting,2008
5a5c533c942d09e481c158bd,WorldTV,games_video,2006
5a5c533c942d09e481c158be,WellcomeMat,games_video,2006
5a5c533c942d09e481c158bf,5pm,software,2003
5a5c533c942d09e481c158c0,WonderHowTo,games_video,2008
5a5c533c942d09e481c158c1,GeoDentist,web,2006
5a5c533c942d09e481c158c2,clipsync,web,2007
5a5c533c942d09e481c158c3,Motorola Solutions,enterprise,1928
5a5c533c942d09e481c158c4,General Electric,other,1890
5a5c533c942d09e481c158c5,Xdrive,web,1999
5a5c533c942d09e481c158c6,Heroku,enterprise,2007
5a5c533c942d09e481c158c7,Lookery,web,2007
5a5c533c942d09e481c158c8,fbExchange,public_relations,2007
5a5c533c942d09e481c158c9,Cubics,web,
5a5c533c942d09e481c158ca,comScore,web,1999
5a5c533c942d09e481c158cb,Alexa,web,1996
5a5c533c942d09e481c158cc,IPRO,web,2004
5a5c533c942d09e481c158cd,Snimmer,,
5a5c533c942d09e481c158ce,KoolIM,,
5a5c533c942d09e481c158cf,YouPorn,games_video,2006
5a5c533c942d09e481c158d0,TV Shack,games_video,2007
5a5c533c942d09e481c158d1,Spout,games_video,2005
5a5c533c942d09e481c158d2,Expedia,web,1996
5a5c533c942d09e481c158d3,Tipjoy,legal,
5a5c533c942d09e481c158d4,XLR8 Mobile,web,2006
5a5c533c942d09e481c158d5,FotoFlexer,public_relations,2007
5a5c533c942d09e481c158d6,Mill River Labs,web,2007
5a5c533c942d09e481c158d7,Bigsight Media Group,web,2007
5a5c533c942d09e481c158d8,Sharetivity,web,2007
5a5c533c942d09e481c158d9,Taptu,news,2007
5a5c533c942d09e481c158da,First30Days,web,2008
5a5c533c942d09e481c158db,Seatwave,ecommerce,2006
5a5c533c942d09e481c158dc,Deal Comet,ecommerce,2006
5a5c533c942d09e481c158dd,LimeAll,web,2007
5a5c533c942d09e481c158de,Web2Wave,web,2007
5a5c533c942d09e481c158df,Maugans Corp,web,2002
5a5c533c942d09e481c158e0,BreakingPoint Systems,security,2005
5a5c533c942d09e481c158e1,iModules Software,web,2000
5a5c533c942d09e481c158e2,Senokian,web,2002
5a5c533c942d09e481c158e3,Salesforce,enterprise,1999
5a5c533c942d09e481c158e4,Relenta,advertising,2004
5a5c533c942d09e481c158e5,Reshade,software,2007
5a5c533c942d09e481c158e6,VisualCV,web,2006
5a5c533c942d09e481c158e7,HonestMall,web,2004
5a5c533c942d09e481c158e8,mSpoke,web,2006
5a5c533c942d09e481c158e9,Bukisa,games_video,
5a5c533c942d09e481c158ea,FutonMedia,web,2007
5a5c533c942d09e481c158eb,VerticalCurve,web,2002
5a5c533c942d09e481c158ec,Mibura,enterprise,2008
5a5c533c942d09e481c158ed,]project-open[,software,2003
5a5c533c942d09e481c158ee,LiquidPlanner,software,2006
5a5c533c942d09e481c158ef,MovingLabs,web,
5a5c533c942d09e481c158f0,ZiFiMusic,web,2007
5a5c533c942d09e481c158f1,PokerPlayersSocialNetwork,web,2008
5a5c533c942d09e481c158f2,myfirstpaycheck,web,2007
5a5c533c942d09e481c158f3,memelabs,web,2006
5a5c533c942d09e481c158f4,PopShops,web,2006
5a5c533c942d09e481c158f5,Citrix Online,web,2003
5a5c533c942d09e481c158f6,EnterpriseDB,enterprise,2004
5a5c533c942d09e481c158f7,MetaNotes,web,2007
5a5c533c942d09e481c158f8,thatsmymouse,web,2008
5a5c533c942d09e481c158f9,MerchantOS,web,2003
5a5c533c942d09e481c158fa,SimpleFeed,web,2004
5a5c533c942d09e481c158fb,eNotes,web,2004
5a5c533c942d09e481c158fc,TripnTale,web,2007
5a5c533c942d09e481c158fd,Taunt Media,web,2008
5a5c533c942d09e481c158fe,Mergelab,web,2007
5a5c533c942d09e481c158ff,Massify,web,2006
5a5c533c942d09e481c15900,Survey Analytics,web,2003
5a5c533c942d09e481c15901,Tvosz,web,2008
5a5c533c942d09e481c15902,Craigslist,web,1995
5a5c533c942d09e481c15903,Aductions,web,2007
5a5c533c942d09e481c15904,VentureBeat,public_relations,2006
5a5c533c942d09e481c15905,b5media,web,2005
5a5c533c942d09e481c15906,Gawker Media,games_video,2002
5a5c533c942d09e481c15907,Weblogs,web,2003
5a5c533c942d09e481c15908,AboutWeblogs,web,
5a5c533c942d09e481c15909,Level9 Media,,
5a5c533c942d09e481c1590a,VidKing,,
5a5c533c942d09e481c1590b,Avid Life Media,web,
5a5c533c942d09e481c1590c,Autonet Mobile,network_hosting,2005
5a5c533c942d09e481c1590d,idiomag,games_video,2006
5a5c533c942d09e481c1590e,Openomy,web,2005
5a5c533c942d09e481c1590f,ClayValet,web,2007
5a5c533c942d09e481c15910,mobileStorm,public_relations,1999
5a5c533c942d09e481c15911,Twelve Horses,advertising,1995
5a5c533c942d09e481c15912,HomeRenovationGuide,web,
5a5c533c942d09e481c15913,FiveLimes,web,
5a5c533c942d09e481c15914,Stuffable,web,
5a5c533c942d09e481c15915,Meneame,web,
5a5c533c942d09e481c15916,Drigg,,
5a5c533c942d09e481c15917,TalentSpring,web,2006
5a5c533c942d09e481c15918,Vaakya Technologies,software,2003
5a5c533c942d09e481c15919,Metromole,web,2007
5a5c533c942d09e481c1591a,skinnyCorp,web,2001
5a5c533c942d09e481c1591b,Sikka Software,software,2004
5a5c533c942d09e481c1591c,Triptuber,games_video,2008
5a5c533c942d09e481c1591d,FUPEI,web,2004
5a5c533c942d09e481c1591e,SpaceTime,,
5a5c533c942d09e481c1591f,Collarity,advertising,2005
5a5c533c942d09e481c15920,Offermatica,software,1996
5a5c533c942d09e481c15921,Touch Clarity,,
5a5c533c942d09e481c15922,MMDAYS,,
5a5c533c942d09e481c15923,Inside Group,,
5a5c533c942d09e481c15924,Inside,messaging,2004
5a5c533c942d09e481c15925,Imified,mobile,
5a5c533c942d09e481c15926,Repeater Store,,
5a5c533c942d09e481c15927,ioko,software,1996
5a5c533c942d09e481c15928,Sightix,web,2006
5a5c533c942d09e481c15929,UGAME,web,2007
5a5c533c942d09e481c1592a,CoActLive,software,
5a5c533c942d09e481c1592b,Mininova,search,2005
5a5c533c942d09e481c1592c,apivision,web,2003
5a5c533c942d09e481c1592d,RocketOn,web,2007
5a5c533c942d09e481c1592e,MyPersianBuddies,web,2007
5a5c533c942d09e481c1592f,Bia2,web,2003
5a5c533c942d09e481c15930,Tapesh,,
5a5c533c942d09e481c15931,iPersians,,
5a5c533c942d09e481c15932,NewPersia,,
5a5c533c942d09e481c15933,China-8,web,2006
5a5c533c942d09e481c15934,Chinesehour,web,
5a5c533c942d09e481c15935,Convos,web,2006
5a5c533c942d09e481c15936,Unknown Vector,web,2008
5a5c533c942d09e481c15937,Gliffy,software,2005
5a5c533c942d09e481c15938,Jet Numbers,web,2006
5a5c533c942d09e481c15939,Mobiance,web,2004
5a5c533c942d09e481c1593a,Brownstoner Media,web,2004
5a5c533c942d09e481c1593b,SpotXchange,advertising,2006
5a5c533c942d09e481c1593c,GiveStream,web,2007
5a5c533c942d09e481c1593d,Maven Networks,games_video,
5a5c533c942d09e481c1593e,Capcom,software,1983
5a5c533c942d09e481c1593f,TravelGator,web,2005
5a5c533c942d09e481c15940,The Point,web,
5a5c533c942d09e481c15941,Limeade,health,2006
5a5c533c942d09e481c15942,MyNewPlace,web,1999
5a5c533c942d09e481c15943,PlanJam,web,2006
5a5c533c942d09e481c15944,Vuzit,software,2006
5a5c533c942d09e481c15945,Mixbook,web,2006
5a5c533c942d09e481c15946,VisitorNetworks,hardware,2006
5a5c533c942d09e481c15947,Kazowie,web,2007
5a5c533c942d09e481c15948,E! Entertainment,public_relations,1985
5a5c533c942d09e481c15949,PathConnect,enterprise,2004
5a5c533c942d09e481c1594a,Otrib,web,2007
5a5c533c942d09e481c1594b,LUNARR,web,2006
5a5c533c942d09e481c1594c,Booyah Networks,web,2001
5a5c533c942d09e481c1594d,tomatic,web,2007
5a5c533c942d09e481c1594e,GameDuell,games_video,2003
5a5c533c942d09e481c1594f,HeadStrong Brain Gym,software,2006
5a5c533c942d09e481c15950,Experian,web,1980
5a5c533c942d09e481c15951,Paglo,search,2007
5a5c533c942d09e481c15952,What They Like,web,2007
5a5c533c942d09e481c15953,Pyra Labs,,1999
5a5c533c942d09e481c15954,Neotonic Software,software,2001
5a5c533c942d09e481c15955,Bungee Labs,software,2002
5a5c533c942d09e481c15956,Zytran,web,2007
5a5c533c942d09e481c15957,Yodio,web,2005
5a5c533c942d09e481c15958,JukeFly,games_video,2007
5a5c533c942d09e481c15959,LittleEngine,web,2007
5a5c533c942d09e481c1595a,Movaya,software,2006
5a5c533c942d09e481c1595b,Feedmap,,
5a5c533c942d09e481c1595c,stickK,web,2007
5a5c533c942d09e481c1595d,Zenter,web,
5a5c533c942d09e481c1595e,DoubleClick,advertising,1996
5a5c533c942d09e481c1595f,Cellware,web,2007
5a5c533c942d09e481c15960,ManageMyAdvertising,web,1997
5a5c533c942d09e481c15961,Jirbo,mobile,2008
5a5c533c942d09e481c15962,LyfeSystems,web,2007
5a5c533c942d09e481c15963,Kaddoz,web,2007
5a5c533c942d09e481c15964,Principal Axis,web,2005
5a5c533c942d09e481c15965,Poodz,web,2008
5a5c533c942d09e481c15966,Bragster,web,2007
5a5c533c942d09e481c15967,eTeacher,web,2000
5a5c533c942d09e481c15968,HealthcareMagic,web,2008
5a5c533c942d09e481c15969,PredictAd,web,2007
5a5c533c942d09e481c1596a,amiando,web,2006
5a5c533c942d09e481c1596b,SpinSnap,web,2007
5a5c533c942d09e481c1596c,Oddcast,web,1999
5a5c533c942d09e481c1596d,uVuMobile,software,2000
5a5c533c942d09e481c1596e,Qype,web,2005
5a5c533c942d09e481c1596f,HEXIO,other,2008
5a5c533c942d09e481c15970,RankOne Media Group,web,2002
5a5c533c942d09e481c15971,Escapia,software,2000
5a5c533c942d09e481c15972,GumGum,advertising,2007
5a5c533c942d09e481c15973,Pivotal Labs,consulting,1989
5a5c533c942d09e481c15974,Rethos,web,
5a5c533c942d09e481c15975,MyCityFaces,advertising,2007
5a5c533c942d09e481c15976,Snap Technologies,web,2004
5a5c533c942d09e481c15977,TwoFish,ecommerce,2006
5a5c533c942d09e481c15978,Clicks2Customers,web,2003
5a5c533c942d09e481c15979,Iminta,web,
5a5c533c942d09e481c1597a,Qifang,web,2007
5a5c533c942d09e481c1597b,PPDai,web,2007
5a5c533c942d09e481c1597c,Advaliant,advertising,2013
5a5c533c942d09e481c1597d,Volo Media,games_video,2008
5a5c533c942d09e481c1597e,PicScout,web,2002
5a5c533c942d09e481c1597f,Three Rings,web,2001
5a5c533c942d09e481c15980,UnsubCentral,web,2003
5a5c533c942d09e481c15981,SKYLIST,web,1996
5a5c533c942d09e481c15982,Q Interactive,advertising,1995
5a5c533c942d09e481c15983,openPeople,web,2006
5a5c533c942d09e481c15984,ChoiceStream,advertising,2001
5a5c533c942d09e481c15985,GroundReport,web,2006
5a5c533c942d09e481c15986,Recombinant,games_video,2005
5a5c533c942d09e481c15987,2 under entertainment,web,2007
5a5c533c942d09e481c15988,NuvoMedia,,
5a5c533c942d09e481c15989,Maxis,software,
5a5c533c942d09e481c1598a,Smalltown,web,2005
5a5c533c942d09e481c1598b,Local2Me,advertising,
5a5c533c942d09e481c1598c,Intwine,,
5a5c533c942d09e481c1598d,Zync,web,
5a5c533c942d09e481c1598e,TV Guide,games_video,1999
5a5c533c942d09e481c1598f,Shelfari,web,2006
5a5c533c942d09e481c15990,LibraryThing,web,2005
5a5c533c942d09e481c15991,MomentVille,web,2007
5a5c533c942d09e481c15992,Lulu Press,ecommerce,2002
5a5c533c942d09e481c15993,EveryBlock,web,2007
5a5c533c942d09e481c15994,8aweek,web,2008
5a5c533c942d09e481c15995,Flypaper,web,1998
5a5c533c942d09e481c15996,aSmallWorld,web,2004
5a5c533c942d09e481c15997,The Weinstein Company,,
5a5c533c942d09e481c15998,Sparkplay Media,web,2006
5a5c533c942d09e481c15999,TheLadders,web,2003
5a5c533c942d09e481c1599a,ExecuNet,,
5a5c533c942d09e481c1599b,QponDirect,web,2006
5a5c533c942d09e481c1599c,Cellfire,mobile,2005
5a5c533c942d09e481c1599d,Fat Goose,web,2007
5a5c533c942d09e481c1599e,HomeAway,travel,2005
5a5c533c942d09e481c1599f,CyberRentals,web,
5a5c533c942d09e481c159a0,A1Vacations,,2005
5a5c533c942d09e481c159a1,TripHomes,,
5a5c533c942d09e481c159a2,VRBO,web,1995
5a5c533c942d09e481c159a3,DeaLoco,ecommerce,2007
5a5c533c942d09e481c159a4,dealnews,web,1997
5a5c533c942d09e481c159a5,Slickdeals,web,1999
5a5c533c942d09e481c159a6,Paramount Pictures,games_video,1912
5a5c533c942d09e481c159a7,TiVo,hardware,1997
5a5c533c942d09e481c159a8,Netflix,games_video,1997
5a5c533c942d09e481c159a9,Picturehouse,,
5a5c533c942d09e481c159aa,Gorilla Nation Media,web,2001
5a5c533c942d09e481c159ab,Wipido,web,
5a5c533c942d09e481c159ac,LexDex,web,2007
5a5c533c942d09e481c159ad,One Voice Technologies,software,1991
5a5c533c942d09e481c159ae,Audio Lunchbox,web,2003
5a5c533c942d09e481c159af,Stagr,web,2006
5a5c533c942d09e481c159b0,octabox,web,2007
5a5c533c942d09e481c159b1,Subimage,web,1998
5a5c533c942d09e481c159b2,Fluc,hospitality,2013
5a5c533c942d09e481c159b3,MOG,music,2005
5a5c533c942d09e481c159b4,BuzzFeed,news,2008
5a5c533c942d09e481c159b5,Covalent Technologies,,
5a5c533c942d09e481c159b6,Voyant,web,2006
5a5c533c942d09e481c159b7,LiveUniverse,web,2005
5a5c533c942d09e481c159b8,PerfSpot,web,2007
5a5c533c942d09e481c159b9,Yulop,web,2007
5a5c533c942d09e481c159ba,Betfair,web,2000
5a5c533c942d09e481c159bb,ShareMethods,enterprise,2003
5a5c533c942d09e481c159bc,Worldwide Magnifi,software,
5a5c533c942d09e481c159bd,Telmore,public_relations,
5a5c533c942d09e481c159be,Nykredit Realkredit,other,1851
5a5c533c942d09e481c159bf,Cookthink,web,2006
5a5c533c942d09e481c159c0,SiteSpect,web,2004
5a5c533c942d09e481c159c1,Good2Gether,public_relations,2007
5a5c533c942d09e481c159c2,Social Gaming Network,games_video,2011
5a5c533c942d09e481c159c3,Qbox,games_video,
5a5c533c942d09e481c159c4,Danger,mobile,1999
5a5c533c942d09e481c159c5,Epic Trip,,
5a5c533c942d09e481c159c6,Telepost,,
5a5c533c942d09e481c159c7,Snapseekers,web,2008
5a5c533c942d09e481c159c8,Silobreaker,search,2005
5a5c533c942d09e481c159c9,Devunity,web,2007
5a5c533c942d09e481c159ca,Fidelity,,
5a5c533c942d09e481c159cb,Xiaonei,web,
5a5c533c942d09e481c159cc,FeedJournal,web,2006
5a5c533c942d09e481c159cd,AskPoodle,web,2005
5a5c533c942d09e481c159ce,Scary Ideas,web,2005
5a5c533c942d09e481c159cf,Quirk,,2010
5a5c533c942d09e481c159d0,Skyrove,,2005
5a5c533c942d09e481c159d1,Leechblock,,
5a5c533c942d09e481c159d2,Winescorecard,advertising,2007
5a5c533c942d09e481c159d3,Open Source Food,network_hosting,2007
5a5c533c942d09e481c159d4,Analyticsworks,software,2006
5a5c533c942d09e481c159d5,Coverity,enterprise,2002
5a5c533c942d09e481c159d6,Fortify Software,software,2002
5a5c533c942d09e481c159d7,My Success Gateway,,
5a5c533c942d09e481c159d8,Stumpedia,web,2008
5a5c533c942d09e481c159d9,Physical Interaction Lab,hardware,2007
5a5c533c942d09e481c159da,Planbus,network_hosting,2007
5a5c533c942d09e481c159db,QuickInsert,public_relations,2007
5a5c533c942d09e481c159dc,FaceTec,software,2002
5a5c533c942d09e481c159dd,Chowhound,web,
5a5c533c942d09e481c159de,Maktoob,web,2000
5a5c533c942d09e481c159df,Askablogr,web,2008
5a5c533c942d09e481c159e0,Sitemasher,enterprise,2007
5a5c533c942d09e481c159e1,Kindo Network,network_hosting,2007
5a5c533c942d09e481c159e2,AirMagnet,software,
5a5c533c942d09e481c159e3,Ownersite Technologies,web,2000
5a5c533c942d09e481c159e4,fotopedia,news,2008
5a5c533c942d09e481c159e5,Foneshow,mobile,2006
5a5c533c942d09e481c159e6,RealNames,,1996
